user_id,sign_up_date,country,age_group,gender,plan_type
1081,2024-04-08,United Kingdom,35-44,Male,Monthly
1082,2024-04-19,Nigeria,18-24,Female,Monthly
1083,2024-01-23,Nigeria,35-44,Female,Monthly
1084,2024-04-11,Canada,45+,Male,Monthly
1085,2024-06-16,United Kingdom,25-34,Female,Monthly
1086,2024-01-29,Canada,18-24,female,Monthly
1087,2024-04-14,Nigeria,25-34,Male,Monthly
1088,2024-03-11,Nigeria,25/34,Male,Monthly
1089,2024-01-02,CA,18-24,Male,
1090,2024-05-01,United Kingdom,45+,Female,Monthly
1091,2024-04-02,United Kingdom,35-44,Female,Monthly
1092,2024-06-27,Nigeria,18-24,male,Monthly
1093,2024-03-04,United Kingdom,45+,Female,Monthly
1094,2024-06-12,NGR,18-24,Male,Monthly
1095,2024-02-29,Nigeria,35-44,Female,Monthly
1096,2024-06-28,United Kingdom,45+,Female,Monthly
1097,2024-01-23,United Kingdom,18-24,Male,Monthly
1098,2024-05-03,Canada,45+,Female,Monthly
1099,2024-01-08,Nigeria,18-24,Male,Monthly
1100,2024-06-20,United Kingdom,35-44,Female,Monthly
1101,2024-05-27,Nigeria,45+,Female,Monthly
1102,2024-05-23,Nigeria,35-44,Female,Monthly
1103,2024-05-31,United Kingdom,18-24,Male,Monthly
1104,2024-01-01,Nigeria,25-34,Female,Monthly
1105,2024-02-02,United Kingdom,35-44,Female,Monthly
1106,2024-03-16,United Kingdom,25-34,Female,Monthly
1107,2024-03-20,Nigeria,25-34,Male,Monthly
1108,2024-06-29,United Kingdom,25-34,Male,Monthly
1109,2024-01-14,Nigeria,35-44,Male,Monthly
1110,2024-05-20,United Kingdom,45+,Male,Monthly
1111,2024-03-13,Canada,25-34,Male,Monthly
1112,2024-05-28,Canada,35-44,Female,Monthly
1113,2024-05-03,Canada,25-34,Male,Monthly
1114,2024-05-27,United Kingdom,25-34,Male,Monthly
1115,2024-01-25,Canada,45+,Male,Monthly
1116,2024-02-08,UK,25-34,Female,Monthly
1117,2024-04-06,United Kingdom,35-44,Male,Monthly
1118,2024-06-16,Nigeria,25/34,Female,Monthly
1119,2024-05-26,Nigeria,18-24,Male,Monthly
1120,2024-06-14,Nigeria,25-34,Female,Monthly
1121,2024-06-28,Nigeria,25 to 34,Male,Monthly
1122,2024-05-29,United Kingdom,18-24,Female,Monthly
1123,2024-06-02,Nigeria,18/24,Male,
1124,2024-01-23,CA,35-44,Male,Monthly
1125,2024-06-17,United Kingdom,25 to 34,Male,Monthly
1126,2024-04-23,Nigeria,35-44,Female,Monthly
1127,2024-06-18,Nigeria,35-44,Male,Monthly
1128,2024-02-25,Nigeria,35-44,Male,Monthly
1129,2024-02-11,Nigeria,25-34,Female,Monthly
1130,2024-03-09,Nigeria,18-24,Male,Monthly
1131,2024-02-09,United Kingdom,25-34,Male,Monthly
1132,2024-01-29,United Kingdom,18-24,Female,Monthly
1133,2024-02-27,Nigeria,18-24,Female,Monthly
1134,2024-03-19,Nigeria,18-24,Male,Monthly
1135,2024-06-04,Nigeria,25-34,Female,Monthly
1136,2024-02-02,Canada,25-34,Female,Monthly
1137,2024-06-12,Nigeria,18-24,Female,Monthly
1138,2024-03-31,Nigeria,25-34,Male,Monthly
1139,2024-01-23,Nigeria,25-34,Male,Monthly
1140,2024-02-12,United Kingdom,45+,Male,Monthly
1141,2024-04-18,Nigeria,45+,Male,Monthly
1142,2024-06-06,CAN,25-34,Male,Monthly
1143,2024-06-18,Nigeria,45+,Male,Monthly
1144,2024-06-21,Nigeria,45+,Female,Monthly
1145,2024-01-14,United Kingdom,25-34,Male,Monthly
1146,2024-01-31,United Kingdom,35-44,MALE,Monthly
1147,2024-06-13,Canada,45+,Female,Monthly
1148,2024-06-06,Canada,25-34,Male,Monthly
1149,2024-01-26,Nigeria,25-34,Female,Monthly
1150,2024-06-17,Nigeria,18-24,Female,Monthly
1151,2024-04-22,Nigeria,18-24,Female,
1152,2024-03-13,United Kingdom,18-24,Male,Monthly
1153,2024-06-19,Nigeria,45+,Male,Monthly
1154,2024-04-12,Canada,25-34,Male,Monthly
1155,2024-02-02,Nigeria,35-44,Male,Monthly
1156,2024-06-01,Nigeria,25-34,Female,Monthly
1157,2024-05-10,Nigeria,35-44,Male,Monthly
1158,2024-06-29,United Kingdom,18-24,Female,Monthly
1159,2024-02-03,Nigeria,25-34,Male,
1160,2024-01-14,United Kingdom,18-24,Male,Monthly
1161,2024-05-10,United Kingdom,25-34,Female,Monthly
1162,2024-01-13,Nigeria,25/34,Female,Monthly
1163,2024-01-26,Nigeria,45+,Female,Monthly
1164,2024-02-03,Nigeria,35-44,Male,Monthly
1165,2024-03-11,United Kingdom,25-34,Female,Monthly
1166,2024-06-16,Nigeria,18-24,Male,Monthly
1167,2024-05-01,Nigeria,25-34,female,Monthly
1168,2024-05-23,Canada,45+,Female,Monthly
1169,2024-05-14,GBR,25-34,Male,Monthly
1170,2024-01-16,Canada,45+,Male,Monthly
1171,2024-05-10,Nigeria,18-24,Male,Monthly
1172,2024-05-31,Nigeria,25-34,Male,Monthly
1173,2024-02-26,Nigeria,25-34,Female,Monthly
1174,2024-02-07,United Kingdom,18-24,Female,Monthly
1175,2024-02-23,Canada,45+,Male,Monthly
1176,2024-05-20,United Kingdom,45+,Male,Monthly
1177,2024-02-26,Canada,35-44,male,Monthly
1178,2024-03-06,Nigeria,45+,Female,Monthly
1179,2024-06-10,United Kingdom,25-34,Female,Monthly
1180,2024-05-02,United Kingdom,18-24,Female,Monthly
1181,2024-02-16,United Kingdom,45+,Female,Monthly
1182,2024-01-19,Canada,18-24,Male,Monthly
1183,2024-01-04,NG,35-44,Male,Monthly
1184,2024-01-22,Nigeria,18-24,Male,
1185,2024-03-27,United Kingdom,25-34,Male,Monthly
1186,2024-05-02,Canada,25-34,Male,Monthly
1187,2024-03-16,Nigeria,18-24,male,
1188,2024-03-31,Canada,25-34,Female,Monthly
1189,2024-01-29,Nigeria,25-34,Male,Monthly
1190,2024-01-22,Canada,45+,Female,Monthly
1191,2024-06-19,United Kingdom,18-24,Female,Monthly
1192,2024-03-08,Nigeria,35-44,female,Monthly
1193,2024-04-09,United Kingdom,25-34,Male,Monthly
1194,2024-03-12,Nigeria,45+,Female,Monthly
1195,2024-06-26,United Kingdom,25-34,Female,Monthly
1196,2024-05-20,Nigeria,25-34,Male,Monthly
1197,2024-06-26,Nigeria,25-34,Female,Monthly
1198,2024-05-01,Nigeria,25-34,Male,Monthly
1199,2024-02-06,Canada,25-34,Male,Monthly
1200,2024-02-05,United Kingdom,18-24,Male,Monthly
1201,2024-06-28,United Kingdom,25-34,Female,Monthly
1202,2024-01-21,United Kingdom,25/34,Male,Monthly
1203,2024-05-15,Nigeria,35-44,Female,Monthly
1204,2024-02-09,United Kingdom,25-34,Male,Monthly
1205,2024-06-23,Nigeria,35-44,Female,Monthly
1206,2024-04-18,United Kingdom,35-44,Female,Monthly
1207,2024-01-15,Canada,25-34,Male,Monthly
1208,2024-06-16,United Kingdom,25-34,Female,Monthly
1209,2024-01-27,United Kingdom,25-34,MALE,Monthly
1210,2024-06-01,Nigeria,18 to 24,Male,Monthly
1211,2024-01-22,Nigeria,25-34,Male,Monthly
1212,2024-03-20,Nigeria,18 to 24,Female,Monthly
1213,2024-04-10,United Kingdom,25-34,Male,Monthly
1214,2024-02-08,United Kingdom,25 to 34,Male,Monthly
1215,2024-02-08,United Kingdom,25-34,Male,Monthly
1216,2024-06-16,Canada,35-44,Male,Monthly
1217,2024-02-03,Canada,25-34,Female,Monthly
1218,2024-06-05,Nigeria,25-34,Female,Monthly
1219,2024-03-20,Nigeria,18-24,Male,Monthly
1220,2024-03-16,Canada,18-24,Female,Monthly
1221,2024-05-01,Nigeria,25-34,Female,Monthly
1222,2024-03-14,Nigeria,18-24,Female,Monthly
1223,2024-06-23,Nigeria,25-34,Female,Monthly
1224,2024-03-03,Nigeria,35-44,Male,Monthly
1225,2024-02-27,United Kingdom,45+,Female,Monthly
1226,2024-02-16,United Kingdom,18-24,Female,Monthly
1227,2024-03-28,Nigeria,18-24,Female,Monthly
1228,2024-04-30,Canada,25-34,Male,Monthly
1229,2024-04-02,United Kingdom,45+,Male,
1230,2024-06-11,United Kingdom,25-34,Female,Monthly
1231,2024-05-14,United Kingdom,45+,FEMALE,Monthly
1232,2024-03-30,United Kingdom,18-24,Female,Monthly
1233,2024-06-26,Canada,25-34,Female,Monthly
1234,2024-03-22,Nigeria,25 to 34,Male,Monthly
1235,2024-06-21,NGR,18-24,Female,Monthly
1236,2024-05-28,Canada,35-44,Female,Monthly
1237,2024-02-25,Nigeria,35-44,Male,
1238,2024-03-19,United Kingdom,18-24,Female,Monthly
1239,2024-05-18,Nigeria,25-34,Female,Monthly
1240,2024-06-01,Nigeria,18-24,Female,Monthly
1241,2024-01-26,Nigeria,35-44,Female,Monthly
1242,2024-06-08,Canada,18-24,Female,
1243,2024-02-24,United Kingdom,45+,Female,Monthly
1244,2024-04-28,United Kingdom,25-34,Male,
1245,2024-05-09,Nigeria,35-44,Female,Monthly
1246,2024-01-02,UK,35-44,Female,Monthly
1247,2024-05-26,Nigeria,25-34,Female,Monthly
1248,2024-05-27,United Kingdom,35-44,Male,Monthly
1249,2024-04-21,Canada,25-34,Female,Monthly
1250,2024-06-09,United Kingdom,35-44,Female,Monthly
1251,2024-06-09,United Kingdom,25-34,Male,Monthly
1252,2024-02-03,Nigeria,18-24,Female,Monthly
1253,2024-05-17,United Kingdom,25-34,Male,Monthly
1254,2024-02-06,Nigeria,25-34,Male,Monthly
1255,2024-03-13,United Kingdom,18-24,Male,Monthly
1256,2024-05-05,Nigeria,25-34,Male,Monthly
1257,2024-03-21,Nigeria,25-34,Female,Monthly
1258,2024-03-28,United Kingdom,18-24,Male,Monthly
1259,2024-02-19,Canada,45+,Female,Monthly
1260,2024-02-25,Canada,18 to 24,Female,Monthly
1261,2024-05-03,Nigeria,25-34,Male,Monthly
1262,2024-04-12,Nigeria,25-34,Female,Monthly
1263,2024-05-30,Nigeria,18-24,Female,Monthly
1264,2024-03-10,Nigeria,25-34,Female,Monthly
1265,2024-01-17,United Kingdom,45+,Female,Monthly
1266,2024-01-30,Nigeria,25-34,Female,Monthly
1267,2024-03-21,NGR,25-34,Female,Monthly
1268,2024-05-23,Nigeria,45+,Female,Monthly
1269,2024-06-14,Canada,25-34,Male,Monthly
1270,2024-03-11,Nigeria,25-34,Female,Monthly
1271,2024-06-13,CAN,25-34,Male,Monthly
1272,2024-05-16,Canada,18/24,Female,Monthly
1273,2024-03-11,Nigeria,35-44,Female,Monthly
1274,2024-06-27,Nigeria,25-34,Male,Monthly
1275,2024-01-13,Canada,18-24,Male,Monthly
1276,2024-02-18,Nigeria,18-24,Male,
1277,2024-01-12,United Kingdom,25-34,Male,Monthly
1278,2024-02-13,United Kingdom,25-34,Female,Monthly
1279,2024-06-20,United Kingdom,35-44,Female,Monthly
1280,2024-05-03,Nigeria,35-44,Female,Monthly
1281,2024-02-22,Nigeria,35-44,Male,Monthly
1282,2024-02-18,Nigeria,35-44,Female,Monthly
1283,2024-03-20,Nigeria,35-44,Female,Monthly
1284,2024-04-25,United Kingdom,25-34,Female,Monthly
1285,2024-05-27,Nigeria,35-44,Male,Monthly
1286,2024-01-08,United Kingdom,18-24,Female,Monthly
1287,2024-02-08,United Kingdom,25-34,Female,Monthly
1288,2024-04-18,United Kingdom,35-44,Male,Monthly
1289,2024-01-13,Nigeria,18-24,female,Monthly
1290,2024-01-26,Nigeria,18-24,Male,Monthly
1291,2024-06-26,United Kingdom,35-44,Male,Monthly
1292,2024-01-25,Canada,35-44,Female,Monthly
1293,2024-06-23,Nigeria,18-24,Male,
1294,2024-01-06,United Kingdom,25-34,Female,Monthly
1295,2024-05-29,United Kingdom,45+,Female,Monthly
1296,2024-03-15,Nigeria,25-34,Male,Monthly
1297,2024-03-26,Nigeria,35-44,Female,Monthly
1298,2024-03-31,United Kingdom,25-34,Female,Monthly
1299,2024-06-24,Nigeria,18-24,Female,Monthly
1300,2024-01-08,Nigeria,25-34,Male,Monthly
1301,2024-04-06,United Kingdom,45+,Male,Monthly
1302,2024-05-14,United Kingdom,45+,Female,Monthly
1303,2024-01-11,Nigeria,25-34,Female,Monthly
1304,2024-01-03,United Kingdom,25-34,Female,Monthly
1305,2024-03-14,United Kingdom,25-34,Male,Monthly
1306,2024-03-19,Nigeria,18 to 24,Male,Monthly
1307,2024-03-13,Canada,25-34,Male,Monthly
1308,2024-02-20,Nigeria,18-24,FEMALE,Monthly
1309,2024-01-26,United Kingdom,25-34,Female,Monthly
1310,2024-02-05,Nigeria,35-44,Female,Monthly
1311,2024-06-09,United Kingdom,25-34,Male,Monthly
1312,2024-05-08,Canada,35-44,Female,Monthly
1313,2024-05-23,Nigeria,25 to 34,Female,Monthly
1314,2024-05-28,Nigeria,35-44,Female,Monthly
1315,2024-06-20,Canada,18 to 24,Female,Monthly
1316,2024-03-10,Nigeria,18-24,Male,Monthly
1317,2024-01-16,Nigeria,35-44,Female,Monthly
1318,2024-05-06,Nigeria,25-34,Male,Monthly
1319,2024-06-08,CA,35-44,Male,Monthly
1320,2024-05-09,Nigeria,25-34,Male,Monthly
1321,2024-05-19,Nigeria,35-44,Male,Monthly
1322,2024-02-17,Nigeria,35-44,Male,Monthly
1323,2024-03-15,Canada,25-34,Male,Monthly
1324,2024-01-28,Canada,35-44,Female,Monthly
1325,2024-03-18,Nigeria,18 to 24,Female,Monthly
1326,2024-04-29,NG,45+,Female,Monthly
1327,2024-06-29,Nigeria,25-34,Male,Monthly
1328,2024-02-05,Canada,25-34,Female,Monthly
1329,2024-04-30,United Kingdom,25-34,Female,Monthly
1330,2024-03-23,United Kingdom,18-24,Female,Monthly
1331,2024-02-10,Nigeria,45+,Male,Monthly
1332,2024-03-01,Nigeria,45+,Male,Monthly
1333,2024-03-05,Nigeria,18-24,Male,Monthly
1334,2024-03-23,Nigeria,45+,Male,Monthly
1335,2024-04-22,United Kingdom,25-34,Male,Monthly
1336,2024-01-07,United Kingdom,18-24,Male,Monthly
1337,2024-05-25,United Kingdom,35-44,Female,Monthly
1338,2024-02-23,United Kingdom,18-24,Female,Monthly
1339,2024-04-22,United Kingdom,35-44,Male,Monthly
1340,2024-05-07,Nigeria,18-24,Female,Monthly
1341,2024-04-01,Nigeria,25-34,Female,Monthly
1342,2024-01-15,United Kingdom,25-34,Female,Monthly
1343,2024-04-17,Nigeria,18-24,Male,Monthly
1344,2024-06-18,Nigeria,45+,Female,Monthly
1345,2024-01-19,United Kingdom,25-34,Male,Monthly
1346,2024-01-11,Nigeria,25-34,Male,Monthly
1347,2024-01-15,United Kingdom,18 to 24,Male,Monthly
1348,2024-01-05,United Kingdom,35-44,Female,Monthly
1349,2024-01-30,Canada,25-34,Female,Monthly
1350,2024-03-01,Canada,45+,Female,Monthly
1351,2024-01-04,Nigeria,45+,MALE,Monthly
1352,2024-06-03,United Kingdom,25-34,Male,Monthly
1353,2024-01-20,United Kingdom,35-44,Male,Monthly
1354,2024-03-18,Nigeria,25-34,Male,Monthly
1355,2024-05-18,Nigeria,25-34,Female,Monthly
1356,2024-02-05,Nigeria,18-24,Female,Monthly
1357,2024-03-01,United Kingdom,18-24,Male,Monthly
1358,2024-05-30,Nigeria,25-34,Male,Monthly
1359,2024-04-07,Nigeria,18-24,Female,Monthly
1360,2024-01-09,NGR,35-44,Male,Monthly
1361,2024-03-28,Nigeria,35-44,Male,Monthly
1362,2024-05-21,United Kingdom,35-44,Male,Monthly
1363,2024-05-25,Canada,25-34,Female,Monthly
1364,2024-01-04,Nigeria,18-24,Male,Monthly
1365,2024-04-11,United Kingdom,25 to 34,Female,Monthly
1366,2024-05-25,United Kingdom,18-24,Male,
1367,2024-04-01,Nigeria,25-34,male,Monthly
1368,2024-04-22,United Kingdom,45+,Female,Monthly
1369,2024-06-07,Nigeria,18-24,Male,Monthly
1370,2024-01-11,Canada,25-34,Female,Monthly
1371,2024-03-31,Canada,35-44,Male,Monthly
1372,2024-03-01,Nigeria,25-34,Male,Monthly
1373,2024-02-06,United Kingdom,45+,Female,Monthly
1374,2024-03-16,NG,25-34,Female,
1375,2024-05-10,Nigeria,35-44,Male,Monthly
1376,2024-01-09,Nigeria,35-44,Female,Monthly
1377,2024-05-27,United Kingdom,25-34,Male,Monthly
1378,2024-06-17,Nigeria,35-44,Male,Monthly
1379,2024-04-02,Nigeria,25-34,Male,Monthly
1380,2024-03-31,Canada,25-34,Female,Monthly
1381,2024-02-02,Nigeria,25-34,Female,Monthly
1382,2024-03-28,Nigeria,35-44,Female,Monthly
1383,2024-04-26,United Kingdom,45+,Male,Monthly
1384,2024-02-02,UK,35-44,Female,Monthly
1385,2024-03-31,Nigeria,45+,Female,Monthly
1386,2024-06-06,Canada,25-34,Female,Monthly
1387,2024-04-21,Nigeria,35-44,Female,Monthly
1388,2024-01-02,Nigeria,18-24,Male,Monthly
1389,2024-01-25,NGR,45+,Female,Monthly
1390,2024-01-11,Nigeria,45+,Male,Monthly
1391,2024-03-13,Nigeria,18-24,Female,Monthly
1392,2024-01-28,Nigeria,45+,Female,Monthly
1393,2024-01-11,Canada,18-24,male,Monthly
1394,2024-05-26,Nigeria,45+,Female,Monthly
1395,2024-04-20,Nigeria,25-34,Male,Monthly
1396,2024-02-26,Canada,35-44,Female,Monthly
1397,2024-03-21,United Kingdom,35/44,Male,Monthly
1398,2024-06-18,Nigeria,35-44,Male,Monthly
1399,2024-02-26,Nigeria,45+,Female,Monthly
1400,2024-06-11,United Kingdom,18-24,Female,
1401,2024-06-05,Nigeria,25-34,Male,Monthly
1402,2024-05-03,United Kingdom,35-44,Male,Monthly
1403,2024-06-10,United Kingdom,25-34,Female,Monthly
1404,2024-04-24,United Kingdom,25-34,Female,Monthly
1405,2024-04-11,Nigeria,25-34,Male,Monthly
1406,2024-01-08,Nigeria,35-44,Female,Monthly
1407,2024-03-22,United Kingdom,25-34,Female,Monthly
1408,2024-03-27,Nigeria,35-44,Female,Monthly
1409,2024-01-29,Nigeria,35-44,Male,
1410,2024-01-24,Canada,35-44,Male,Monthly
1411,2024-04-02,United Kingdom,25-34,Male,Monthly
1412,2024-04-05,Nigeria,35-44,Female,
1413,2024-05-14,Nigeria,35-44,Male,Monthly
1414,2024-06-25,Canada,35-44,Male,Monthly
1415,2024-03-10,United Kingdom,35-44,Male,Monthly
1416,2024-05-18,Canada,18-24,Male,Monthly
1417,2024-04-18,Nigeria,35/44,Female,Monthly
1418,2024-04-19,Canada,25-34,Female,Monthly
1419,2024-05-07,Nigeria,25-34,Male,Monthly
1420,2024-02-29,United Kingdom,25-34,Male,Monthly
1421,2024-02-13,Nigeria,18-24,Male,Monthly
1422,2024-05-25,Nigeria,25-34,Female,Monthly
1423,2024-06-25,NG,18-24,Male,Monthly
1424,2024-06-15,Canada,25-34,Female,Monthly
1425,2024-04-18,United Kingdom,45+,Male,Monthly
1426,2024-01-30,United Kingdom,18 to 24,Male,Monthly
1427,2024-05-20,Nigeria,18/24,Female,Monthly
1428,2024-06-06,Nigeria,25-34,Female,Monthly
1429,2024-03-05,Nigeria,25-34,Female,Monthly
1430,2024-05-01,Nigeria,18 to 24,Male,Monthly
1431,2024-02-18,Nigeria,25-34,Male,Monthly
1432,2024-06-11,Canada,18-24,Male,Monthly
1433,2024-03-19,United Kingdom,25-34,Female,Monthly
1434,2024-02-09,United Kingdom,18-24,Male,Monthly
1435,2024-05-31,Nigeria,25-34,Female,Monthly
1436,2024-02-29,United Kingdom,18-24,Male,Monthly
1437,2024-01-14,United Kingdom,25-34,Male,Monthly
1438,2024-04-10,Nigeria,25-34,Male,Monthly
1439,2024-02-24,Nigeria,45+,Male,Monthly
1440,2024-03-05,Nigeria,25-34,Female,
1441,2024-06-20,Nigeria,45+,Female,Monthly
1442,2024-02-15,United Kingdom,25-34,Male,Monthly
1443,2024-04-04,NGR,25-34,FEMALE,Monthly
1444,2024-06-27,United Kingdom,18-24,Female,
1445,2024-06-10,Nigeria,45+,Female,Monthly
1446,2024-01-08,Canada,18-24,Male,Monthly
1447,2024-01-31,United Kingdom,25-34,Male,Monthly
1448,2024-01-05,Nigeria,35-44,Male,Monthly
1449,2024-06-19,Canada,25-34,Female,Monthly
1450,2024-01-22,United Kingdom,35-44,Male,Monthly
1451,2024-05-23,Canada,25-34,Male,Monthly
1452,2024-01-24,Nigeria,18-24,Female,
1453,2024-02-25,Nigeria,35-44,Male,Monthly
1454,2024-02-03,United Kingdom,35-44,Male,Monthly
1455,2024-02-18,United Kingdom,25-34,Female,Monthly
1456,2024-05-28,Canada,25-34,Male,Monthly
1457,2024-05-29,United Kingdom,18-24,Male,Monthly
1458,2024-06-28,Nigeria,25-34,Female,Monthly
1459,2024-04-29,United Kingdom,25-34,Male,Monthly
1460,2024-04-05,Canada,25-34,Female,Monthly
1461,2024-01-03,Nigeria,45+,Female,Monthly
1462,2024-04-29,Nigeria,25-34,Female,Monthly
1463,2024-05-01,Nigeria,35-44,Female,Monthly
1464,2024-02-29,Nigeria,18-24,Female,Monthly
1465,2024-02-11,Nigeria,25-34,Female,Monthly
1466,2024-05-25,Nigeria,45+,Male,Monthly
1467,2024-02-06,United Kingdom,35-44,female,Monthly
1468,2024-01-21,United Kingdom,25-34,Male,Monthly
1469,2024-02-10,United Kingdom,18-24,Female,Monthly
1470,2024-06-29,Nigeria,35-44,Female,Monthly
1471,2024-03-13,United Kingdom,35-44,Female,Monthly
1472,2024-05-30,Canada,35 to 44,Female,Monthly
1473,2024-01-01,Nigeria,25-34,Female,Monthly
1474,2024-03-18,Nigeria,18-24,Male,Monthly
1475,2024-05-03,Nigeria,35 to 44,Female,Monthly
1476,2024-01-22,Canada,25-34,Male,Monthly
1477,2024-05-27,CAN,25-34,Male,Monthly
1478,2024-06-11,Nigeria,25-34,Female,Monthly
1479,2024-04-03,Nigeria,35-44,Female,Monthly
1480,2024-03-27,United Kingdom,18-24,Male,Monthly
1481,2024-04-28,Canada,25-34,Female,Monthly
1482,2024-03-27,CAN,25-34,Female,Monthly
1483,2024-03-17,United Kingdom,25-34,MALE,Monthly
1484,2024-02-02,Canada,25-34,Male,Monthly
1485,2024-05-14,Nigeria,45+,male,Monthly
1486,2024-06-12,GBR,25-34,Male,Monthly
1487,2024-04-20,Nigeria,35-44,Male,Monthly
1488,2024-01-13,Canada,35-44,Male,Monthly
1489,2024-06-20,Nigeria,25-34,Male,
1490,2024-04-16,Canada,18-24,Male,Monthly
1491,2024-01-05,Nigeria,25-34,Male,Monthly
1492,2024-06-11,Nigeria,25-34,Female,Monthly
1493,2024-04-23,United Kingdom,25-34,Female,Monthly
1494,2024-01-09,Nigeria,25-34,Female,Monthly
1495,2024-05-15,Canada,25-34,Male,
1496,2024-05-24,NGR,35-44,Male,Monthly
1497,2024-05-17,Nigeria,25-34,Male,Monthly
1498,2024-02-15,Nigeria,25-34,Male,Monthly
1499,2024-04-17,Nigeria,35-44,Female,Monthly
1500,2024-05-16,Nigeria,25-34,Female,Monthly
1501,2024-02-15,Canada,18/24,Female,Monthly
1502,2024-06-16,United Kingdom,25-34,male,Monthly
1503,2024-04-14,Nigeria,25-34,Male,Monthly
1504,2024-01-06,Nigeria,45+,Male,Monthly
1505,2024-03-02,United Kingdom,25-34,Male,Monthly
